respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.09457190790785687,0.22561626445899727
26708,0.05081231963424689,0.052733330219469514
26709,0.4756107378189112,0.6331137553250765
26710,0.49329034787917597,0.8769670187679452
26711,0.1843947514138501,0.4477971171587128
26712,0.4394874546363179,0.9084316956347422
26713,0.3703562025783748,0.5926916126286566
26714,0.14888537073277697,0.21829073874868832
26715,0.04033178661431822,0.15631025381844726
26716,0.21814757999994389,0.8862544734201749
26717,0.01836577145378527,0.3260932133505546
26718,0.20218215271389095,0.46247463905723557
26719,0.0698672736795462,0.9093666803241598
26720,0.08990008966458633,0.17179538425011645
26721,0.47392511921979297,0.5222271296513467
26722,0.051583977834023874,0.07339384750063023
26723,0.6857565757486246,0.8584446377259521
26724,0.12939120950616662,0.6376502293130106
26725,0.04190514111505047,0.09058347734999503
26726,0.014073033895541041,0.03347874698238026
26727,0.32818606311188436,0.8296840081515073
26728,0.19359310494575702,0.5161771617462552
26729,0.07813363997589443,0.31981387551443075
26730,0.03666286802703903,0.18749198207286255
26731,0.02059220055789292,0.35303371128923233
26732,0.08102327053006177,0.07516299991317876
26733,0.9157110663401115,0.9560846161193449
26734,0.8620095876668341,0.4069105449236971
26735,0.14255602784219207,0.4496640339881178
26736,0.0813822313636402,0.16285424177225105
26737,0.0753769179159451,0.08341334244091679
26738,0.6822737966209333,0.8623037727719988
26739,0.08825001414433277,0.226143108500266
26740,0.18776582498259986,0.14289900743858364
26741,0.19086231435589046,0.9025536695875432
26742,0.14775707681888015,0.40544735055510334
26743,0.042668754965364486,0.45516133890321536
26744,0.05346092300018077,0.5602853397478755
26745,0.10204660920243067,0.9368798542808551
26746,0.1267953543469599,0.41909098361824254
26747,0.10807818101652074,0.25596019182237467
26748,0.13315038565209925,0.06623766951559469
26749,0.05966561178925527,0.6670566476516062
26750,0.6729202428822074,0.9231390078043403
26751,0.30719643759142906,0.6994080708436252
26752,0.024409170112853245,0.016892492971227503
26753,0.22812690002615185,0.6710492513359455
26754,0.12192059645339066,0.6065206316649285
26755,0.0775679087818007,0.3145952789064591
26756,0.015084603076465381,0.030102153465173167
26757,0.5365428396938436,0.5904944198141422
26758,0.6440434547616167,0.867090733173756
26759,0.03646207980662604,0.18447817883252898
26760,0.012514753430121072,0.02120646101830071
26761,0.1608346073399935,0.5894435004266608
26762,0.1413435008988119,0.857368222188156
26763,0.8996067894081627,0.9717588825889036
26764,0.922384725586681,0.9635718772329638
26765,0.03040796204508283,0.6951435534668752
26766,0.17863811452635756,0.17950854868825386
26767,0.7645271339819761,0.7201173199786028
26768,0.0135258560049605,0.43802673169516304
26769,0.1665720024083228,0.1814162260234305
26770,0.11757918881031582,0.6643329796607886
26771,0.0742827993314959,0.21550275772064523
26772,0.07453178728858385,0.3580416883825578
26773,0.010599844747347022,0.3982614342728724
26774,0.03106665478313951,0.5239172898279122
26775,0.11777397826602294,0.5146022415564525
26776,0.4006598999928514,0.3688622102801087
26777,0.14394713148169305,0.9376407480773227
26778,0.16433648119253946,0.15448306113309476
26779,0.12420595814471283,0.5270057328403414
26780,0.1625606402366089,0.9562302389752986
26781,0.04332051663487325,0.478393964563027
26782,0.05012133168094916,0.2699715181689955
26783,0.08133349585879016,0.3596358263718492
26784,0.3529750256301935,0.8473529709196307
26785,0.3525926685115119,0.6456706265564124
26786,0.13848022027629872,0.2636425173396907
26787,0.10591384685483826,0.4927468276980511
26788,0.12430314487326401,0.9465228565832389
26789,0.011191801737222009,0.2719929672869438
26790,0.07888143505929521,0.31067130227735423
26791,0.0912764241717343,0.179721074383926
26792,0.23229707670523364,0.7367024943965018
26793,0.12216504270457273,0.9019622601671018
26794,0.7798701533893337,0.9008597201045943
26795,0.040639497689846885,0.9402473351112904
26796,0.05292344503053511,0.05635219747097855
26797,0.09703308987438022,0.5961694444921789
26798,0.1731477850897036,0.16942813117847885
26799,0.2441170230035118,0.25367292482371795
26800,0.03248260394449187,0.9191538584691077
26801,0.22895604325921945,0.35087037435944984
26802,0.1123064624058197,0.1843782112456451
26803,0.06552532759377741,0.15881213697343988
26804,0.07348856300052369,0.16496259304146516
26805,0.08271998550880635,0.2923117060968546
26806,0.08181987686914884,0.9158895984818654
26807,0.7011633205460667,0.962003116500077
26808,0.219925900229459,0.5620375333119098
26809,0.7137387724526262,0.1713247918208105
26810,0.047249705099641694,0.11224145041681927
26811,0.05217336142124488,0.05661438902402415
26812,0.14583563050223228,0.6880974565441217
26813,0.30714483218294736,0.33545665343373604
26814,0.037853506583854904,0.49733139402125903
26815,0.05644990361995146,0.1204227270693675
26816,0.04843669741711727,0.18222786427494272
26817,0.17766477407088488,0.7795084050024347
26818,0.08635030999111415,0.22829158116962903
26819,0.3665547735917058,0.3999958532239052
26820,0.08971028549165652,0.2877755558616463
26821,0.12201929460222827,0.4848088685644806
26822,0.28429976055365,0.6262708883094531
26823,0.49304235458297035,0.5910856304720915
26824,0.03527001613325037,0.6872623609004118
26825,0.40156779778251955,0.8130937826267782
26826,0.09422867488604832,0.7439803394691692
26827,0.07042209174647901,0.19041098647396038
26828,0.1638659959038874,0.6611401380914219
26829,0.6435610505562004,0.9308373917701798
26830,0.07521427856190507,0.7664788458630398
26831,0.21671086564454886,0.8307842661454415
26832,0.13444672249914114,0.8598594493323035
26833,0.006126970294984651,0.30902872581691554
26834,0.10631176492255515,0.4112444609358738
26835,0.3959469506294182,0.9011506733494399
26836,0.16935354260676583,0.6261450090533601
26837,0.026275219243052896,0.011768274625571859
26838,0.10191486463153591,0.4646423379909701
26839,0.14770078320157912,0.49642765434297065
26840,0.0945397091286023,0.13863459093188468
26841,0.33970431385809624,0.7718231389675165
26842,0.07259975229998303,0.21451899702526792
26843,0.03141506011850229,0.015863381511038673
26844,0.053078585873970484,0.45999579266025076
26845,0.0427173144166945,0.6770618199964785
26846,0.06818678162554978,0.765784137809121
26847,0.35929341199590004,0.07924778834705058
26848,0.04703289109017669,0.6689832549795349
26849,0.12227136054661605,0.5705235560929841
26850,0.6262765882618136,0.7546503442253407
26851,0.04339261622451473,0.07793456675009176
26852,0.04548538720659445,0.11088872407967358
26853,0.49124135652821643,0.5607727393563288
26854,0.018932491827122193,0.08409371604155075
26855,0.6028581917250744,0.8680751741060574
26856,0.10460383270820749,0.0241296684315407
26857,0.4409755401313663,0.1896856021610282
26858,0.12269576105322158,0.5894574385122984
26859,0.08384270154048962,0.1494930970159471
26860,0.11657856708946376,0.08599944819489234
26861,0.05620940095046945,0.05912032104181501
26862,0.12223397885934978,0.34956760574832124
26863,0.2254497924436797,0.4274194972449222
26864,0.480467464055631,0.3542315157379256
26865,0.013887051959541694,0.041601188609801894
26866,0.22782322333164648,0.6649147114295473
26867,0.1104927159438247,0.1464192084342419
26868,0.7577812092225825,0.9406056822494683
26869,0.0964547022727564,0.2865103418279164
26870,0.6071320456375743,0.8603907505946007
26871,0.06665415500032953,0.046371359571028205
26872,0.06116672175388213,0.46437934429750494
26873,0.12466653499472657,0.8199945046532211
26874,0.04643667392669639,0.13225830939458977
26875,0.6535424030179214,0.9273764544457981
26876,0.04597790136323074,0.03883958145238143
26877,0.06409025801301965,0.14528865704441957
26878,0.18804410616880346,0.2623127496676638
26879,0.010411095593283355,0.019699850371486978
26880,0.04910916115500646,0.11319417116431095
26881,0.026093687720562708,0.07751324465293842
26882,0.034435789345584285,0.09616824534153967
26883,0.057297328113057065,0.2284192581231413
26884,0.08188090873720764,0.24853524535173396
26885,0.21198913576263567,0.8197339581819355
26886,0.10186861242578649,0.749771598364453
26887,0.6419052125788184,0.9002234582922493
26888,0.8817383870802132,0.9522588913753226
26889,0.041473104309333986,0.11309230971741611
26890,0.13366089107031753,0.40036359790286025
26891,0.3258974216559359,0.5685189227375121
26892,0.1667108815641075,0.8600405874384689
26893,0.06761471772979655,0.20629572573513758
26894,0.17852777077644147,0.29555696720975705
26895,0.07591800320789803,0.8592064070798915
26896,0.06706393149785926,0.09548826166186371
26897,0.04672520038020686,0.36663308544195533
26898,0.24662370677747378,0.6888130891936413
26899,0.05902325907421189,0.08014818880602265
26900,0.10674207068020246,0.27523656695261167
26901,0.01046473649117525,0.290544466690781
26902,0.18970733393975506,0.9253745705261585
26903,0.21813422499563082,0.08037965680407963
26904,0.037827386683108845,0.3360504265232807
26905,0.4208164799457217,0.806074787800096
26906,0.0649684946957168,0.33909699135935695
26907,0.013817965410586712,0.6020348073638232
26908,0.12537224637050265,0.7176984077675027
26909,0.06957937161340275,0.2291409703973572
26910,0.0970217544513965,0.17531620676220702
26911,0.0524346649632662,0.09722389484033923
26912,0.5165802372015749,0.9568850273423344
26913,0.7928883874739869,0.8911656111477214
26914,0.08458886608942794,0.19187623273351367
26915,0.13255906959152253,0.6779347572968335
26916,0.08382426842609789,0.3381874826101713
26917,0.005239443619248302,0.016011230470877186
26918,0.7093296844351756,0.8978725346854077
26919,0.3098485509139476,0.629135341567979
26920,0.030566200742293857,0.1440274056675145
26921,0.1368068932896181,0.8610993382112192
26922,0.0522251678401103,0.6431545176070732
26923,0.1147190451321748,0.5378583464934745
26924,0.6247785807895642,0.8743144511392665
26925,0.12319336486248836,0.590374226231158
26926,0.6199011187717873,0.5208459746360008
26927,0.3054573652615609,0.5585204263020366
26928,0.058645613291985164,0.6068745606341915
26929,0.08549926627475253,0.15743369369962656
26930,0.6468886142545832,0.9164092534672559
26931,0.121809908376274,0.3963575782783104
26932,0.06035826597606934,0.8632077924470049
26933,0.08605359503689221,0.7591838883315188
26934,0.5252097809337611,0.6570232712561722
26935,0.13452991383784957,0.4509791417819495
26936,0.56143995837012,0.30026238544440276
26937,0.29417114334932315,0.7521835328829088
26938,0.09560974627666328,0.06591475085391833
26939,0.03008362564758258,0.03779368262376325
26940,0.0784145637195066,0.15428644089470256
26941,0.05457063956457477,0.44450445286614165
26942,0.5165114966234343,0.7323111769506832
26943,0.11469457697716978,0.6595690565368081
26944,0.06936100694709471,0.1612909024835956
26945,0.1304689202815083,0.5812308829880741
26946,0.13635720467392873,0.7303282711635428
26947,0.163802456630457,0.6781997371297562
26948,0.01742148519457529,0.061848520836865935
26949,0.022172786882143785,0.06584290752261665
26950,0.03136566792088621,0.45607676776861583
